season,strategy,generation_kwh,consumption_kwh,avg_generation_kwh_per_day,avg_consumption_kwh_per_day,avg_generation_kwh_per_step,avg_consumption_kwh_per_step,grid_import_kwh,grid_export_kwh,curtailed_kwh,unmet_load_kwh,solar_used_kwh,battery_charge_kwh,battery_discharge_kwh,self_consumed_kwh,self_consumption_ratio,self_sufficiency_ratio,avg_net_load_kwh,max_net_load_kwh,min_net_load_kwh,unmet_events,unmet_pct_time,unmet_hours,avg_soc_kwh,min_soc_kwh,max_soc_kwh,soc_full_events,soc_empty_events,avg_cloud,peak_load_kw,peak_gen_kw,inverter_failed_hours_step,inverter_failures,inverter_downtime_hours,avg_failure_duration_hours,batt_in_kwh,batt_out_kwh,batt_eff_real,net_cost,household_id,household_type,wealth_level,wealth_multiplier
Fall,PRODUCE_PRIORITY,356.70449175503785,390.7836351102799,11.890149725167928,13.026121170342662,0.49542290521533033,0.5427550487642776,386.9889019180778,356.70449175503785,0.0,0.0,0.0,0.0,3.794733192202055,3.794733192202055,0.010638310646247871,0.009710573451038129,0.0473321435489472,3.27657964089279,-2.538403592452851,0,0.0,0.0,0.03491905797171745,0.0,3.7048540850509513,0,707,0.47821069733118454,3.27657964089279,2.8184035924528508,0.0,0,0.0,0.0,0.0,3.794733192202054,0.0,-30.79236614097573,1,apartment,low,0.8
Fall,PRODUCE_PRIORITY,568.6301325486087,516.2478550766284,18.95433775162029,17.208261835887615,0.7897640729841787,0.7170109098286506,511.5044385863759,568.6301325486087,0.0,0.0,0.0,0.0,4.74341649025257,4.74341649025257,0.00834183104049113,0.009188254137246709,-0.07275316315552811,3.4571816629043726,-3.5,0,0.0,0.0,0.029559607706579394,0.0,4.47295372330527,0,711,0.4442464940613284,3.4571816629043726,4.0,0.0,0,0.0,0.0,0.0,4.74341649025257,0.0,-128.13879035396593,2,small_family,middle,1.0
Fall,PRODUCE_PRIORITY,611.6389001878196,780.1325215160397,20.387963339593984,26.004417383867988,0.8494984724830827,1.0835173909944995,773.7289092541987,611.6389001878196,0.0,0.0,0.0,0.0,6.403612261840967,6.403612261840967,0.010469596129145109,0.008208364713980594,0.2340189185114167,3.8053485213856084,-3.16,0,0.0,0.0,0.031191309922610974,0.0,5.864562255152854,0,713,0.4944156230749516,3.8053485213856084,4.0,0.0,0,0.0,0.0,0.0,6.403612261840968,0.0,29.821671771611364,3,family_house,high,1.2
Fall,PRODUCE_PRIORITY,741.5797518516374,1268.7562512929103,24.719325061721246,42.29187504309701,1.0299718775717186,1.762161460129042,1260.2181016104555,741.5797518516374,0.0,0.0,0.0,0.0,8.538149682454623,8.538149682454623,0.011513461176813239,0.006729542947082175,0.7321895825573235,4.462583095958372,-2.5,0,0.0,0.0,0.029559607706579373,0.0,7.41886116991581,0,715,0.47627296988655304,4.462583095958372,4.0,0.0,0,0.0,0.0,0.0,8.538149682454623,0.0,277.741799541368,4,luxury_house,luxury,1.5
Fall,PRODUCE_PRIORITY,389.9785219554965,394.52860656265966,12.999284065183216,13.150953552088655,0.5416368360493007,0.547956398003694,390.7338733704576,389.9785219554965,0.0,0.0,0.0,0.0,3.794733192202055,3.794733192202055,0.009730620992084025,0.009618398080848339,0.006319561954393392,3.268836432449401,-2.5186532821072314,0,0.0,0.0,0.03491905797171745,0.0,3.7048540850509513,0,707,0.4295372619901979,3.268836432449401,2.798653282107231,0.0,0,0.0,0.0,0.0,3.794733192202054,0.0,-57.93026473210364,5,apartment,low,0.8
Fall,PRODUCE_PRIORITY,565.7909811087524,546.4240293291554,18.859699370291747,18.214134310971847,0.7858208070954894,0.7589222629571603,541.6806128389028,565.7909811087524,0.0,0.0,0.0,0.0,4.74341649025257,4.74341649025257,0.008383690529950007,0.00868083436242008,-0.02689854413832918,3.4813531833884284,-3.5,0,0.0,0.0,0.029559607706579394,0.0,4.47295372330527,0,711,0.44368489586245863,3.4813531833884284,4.0,6.0,1,5.428282945446265,5.428282945446265,0.0,4.74341649025257,0.0,-102.95142336870003,6,small_family,middle,1.0
Fall,PRODUCE_PRIORITY,574.8326465694092,798.5498024321262,19.161088218980307,26.618326747737537,0.7983786757908462,1.1090969478223975,792.1461901702853,574.8326465694092,0.0,0.0,0.0,0.0,6.403612261840967,6.403612261840967,0.01113995925606802,0.008019051839143435,0.3107182720315513,3.8282539094122137,-3.16,0,0.0,0.0,0.031191309922610974,0.0,5.864562255152854,0,713,0.5108830894012957,3.8282539094122137,4.0,48.0,1,48.08780461919396,48.08780461919396,0.0,6.403612261840968,0.0,76.76026071524575,7,family_house,high,1.2
Fall,PRODUCE_PRIORITY,726.0303768864088,1264.0467196988525,24.201012562880294,42.134890656628414,1.0083755234533456,1.755620444026184,1255.508570016398,726.0303768864088,0.0,0.0,0.0,0.0,8.538149682454623,8.538149682454623,0.011760044695472103,0.00675461559244326,0.7472449205728384,4.441923290633273,-2.5,0,0.0,0.0,0.029559607706579373,0.0,7.41886116991581,0,715,0.4972471746446639,4.441923290633273,4.0,0.0,0,0.0,0.0,0.0,8.538149682454623,0.0,288.2040883145304,8,luxury_house,luxury,1.5
Fall,PRODUCE_PRIORITY,405.41646221242115,381.54701193365497,13.513882073747371,12.718233731121833,0.5630784197394738,0.5299264054634096,377.7522787414529,405.41646221242115,0.0,0.0,0.0,0.0,3.794733192202055,3.794733192202055,0.009360086592176355,0.009945650400904987,-0.03315201427606404,3.2540167133795137,-2.7000660563007637,0,0.0,0.0,0.03491905797171745,0.0,3.7048540850509513,0,707,0.4044867622439417,3.2540167133795137,2.9800660563007635,5.0,1,4.5686572515387525,4.5686572515387525,0.0,3.794733192202054,0.0,-81.56060693508937,9,apartment,low,0.8
Fall,PRODUCE_PRIORITY,564.0374037466515,542.7720916585597,18.80124679155505,18.092403055285324,0.7833852829814605,0.7538501273035552,538.0286751683071,564.0374037466515,0.0,0.0,0.0,0.0,4.74341649025257,4.74341649025257,0.008409755201949635,0.00873924168753411,-0.029535155677905416,3.491726228609032,-3.5,0,0.0,0.0,0.029559607706579394,0.0,4.47295372330527,0,711,0.4461797607689199,3.491726228609032,4.0,0.0,0,0.0,0.0,0.0,4.74341649025257,0.0,-104.11215699575604,10,small_family,middle,1.0
