time,generation_kw,load_kw,generation_kwh,load_kwh,solar_used_kwh,battery_charge_kwh,battery_discharge_kwh,self_consumed_kwh,net_load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,total_soc_kwh
0.0,0.0,38.22,0.0,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0,0.0,0.0,265.71258260945484
1.0,26.06983166089695,38.22,26.06983166089695,38.22,22.959410037350434,3.1104216235465136,15.260589962649565,38.22,12.15016833910305,0.0,0.0,0.0,0.0,252.57731341364973
2.0,50.363047376537594,38.22,50.363047376537594,38.22,32.678630540433296,17.684416836104297,5.541369459566705,38.22,-12.143047376537593,0.0,0.0,0.0,0.0,263.51310801891617
3.0,70.43211402909793,38.22,70.43211402909793,38.22,35.75153505847349,34.68057897062444,2.468464941526508,38.22,-32.21211402909793,0.0,0.0,0.0,0.0,293.81200354190344
4.0,84.1805134711531,38.22,84.1805134711531,38.22,36.99086941474473,46.677174656291086,1.22913058525527,38.22,-45.9605134711531,0.0,0.5124694001172894,0.0,0.0,336.7982421414527
5.0,92.48754362806685,38.22,92.48754362806685,38.22,37.4955024588722,40.20918279604605,0.7244975411277971,38.22,-54.26754362806685,0.0,14.782858373148594,0.0,0.0,374.1803348252698
6.0,95.18573201621464,38.22,95.18573201621464,38.22,37.60060551111854,34.144840303451815,0.6193944888814601,38.22,-56.96573201621464,0.0,23.440286201644284,0.0,0.0,405.92007541741623
7.0,92.0629018454376,38.22,92.0629018454376,38.22,37.2155024588722,20.28692748590477,1.0044975411277968,38.22,-53.84290184543759,0.0,34.560471900660616,0.0,0.0,424.10711131405515
8.0,83.79979006439,38.22,83.79979006439,38.22,36.71086941474473,14.999017069774368,1.509130585255269,38.22,-45.57979006438999,0.0,32.08990357987089,0.0,0.0,436.7456649833148
9.0,70.12125466919669,38.22,70.12125466919669,38.22,35.47153505847349,8.491866997498986,2.7484649415265077,38.22,-31.90125466919669,0.0,26.157852613224208,0.0,0.0,441.9046209449933
10.0,50.143236615156155,38.22,50.143236615156155,38.22,32.45881977905182,1.610894524292779,4.84987388959631,37.30869366864813,-11.923236615156155,0.9113063313518639,16.073522311811548,0.0,0.0,438.3206337232095
11.0,25.95604923816895,38.22,25.95604923816895,38.22,22.845627614622426,0.0,14.123088647023762,36.968716261646186,12.263950761831047,1.2512837383538113,3.1104216235465256,0.0,0.0,423.4335911495225
