wealth_level,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumed_kwh,battery_charge_kwh,battery_discharge_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,avg_soc_kwh,season,strategy
high,517.9220367600584,782.1999635039771,775.7963512421362,517.9220367600584,6.4036122618409665,0.0,6.4036122618409665,115.71743034754957,0.012470228800586194,0.008188357939626181,0.031191309922610974,Spring,PRODUCE_PRIORITY
low,288.8909598182494,380.37270791522775,376.5779747230257,288.8909598182494,3.794733192202055,0.0,3.794733192202055,22.431617205844763,0.013278444029878541,0.009982583477920278,0.03491905797171745,Spring,PRODUCE_PRIORITY
luxury,632.0242958418352,1260.848845490354,1252.3106958078995,632.0242958418352,8.538149682454623,0.0,8.538149682454623,370.4111555982729,0.01360685713322343,0.006772187543623687,0.029559607706579377,Spring,PRODUCE_PRIORITY
middle,441.6613103017571,541.4175872194936,536.674170729241,441.6613103017571,4.74341649025257,0.0,4.74341649025257,5.01044877534935,0.01086127381321511,0.008763586897777148,0.029559607706579394,Spring,PRODUCE_PRIORITY
