household_type,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumed_kwh,battery_charge_kwh,battery_discharge_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,avg_soc_kwh,season,strategy
apartment,392.598539575412,378.5071098277243,117.25627735513568,108.99803015482212,261.2508324725887,258.598107474933,236.2484305269317,-10.156019122988134,0.6673043884913772,0.6905727185343906,3.3666608149702664,Winter,CHARGE_PRIORITY
family_house,698.6738055071042,787.0563295534939,262.99908869951827,130.73550342653837,524.0572408539757,502.8467348843137,458.9656736577233,79.58736344075416,0.7541551609307727,0.6657144068528614,4.694674666610781,Winter,CHARGE_PRIORITY
luxury_house,839.8865102154427,1260.0987995147332,500.5741284813362,9.714522425273737,759.5246710333971,791.8546643922654,721.2073476354935,366.6875261782557,0.9043706463233478,0.6028085022753401,4.714643212536375,Winter,CHARGE_PRIORITY
small_family,577.6417325814593,541.7141139106204,160.35907974201612,164.7907275208357,381.35503416860433,362.3938738227191,330.8979029306998,-28.042344962240026,0.6619944738873517,0.7044265198767867,4.169246392371442,Winter,CHARGE_PRIORITY
