season,strategy,num_households,total_generation_kwh,total_consumption_kwh,total_grid_import_kwh,total_grid_export_kwh,total_self_consumed_kwh,total_unmet_load_kwh,total_curtailed_kwh,avg_self_consumption_ratio,avg_self_sufficiency_ratio,avg_net_cost_per_house,total_net_cost
Winter,PRODUCE_PRIORITY,50,30829.848348792766,36370.362882948524,36080.06579374507,30829.848348792766,290.2970892034572,0.0,0.0,0.00937177360498544,0.008499962720897094,-13.736283372093736,-686.8141686046868
