household_id,household_type,wealth_level,generation_kwh,consumption_kwh,self_consumed_kwh,grid_import_kwh,grid_export_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,season,strategy
1,apartment,low,331.10564596930135,384.16999620177734,232.69816099351902,151.47183520825834,78.75961507894917,42.72022283513951,0.7027912807475768,0.6057166444390913,Fall,CHARGE_PRIORITY
2,small_family,middle,509.71727987981086,553.3923599636121,341.1149432838649,212.2774166797473,139.98729881559814,33.21949357577215,0.6692238163169557,0.6164070340730664,Fall,CHARGE_PRIORITY
3,family_house,high,632.034660691746,774.3707088030931,492.823811952891,281.5468968502021,97.30579986821596,123.5849527562572,0.7797417493108807,0.6364184574008805,Fall,CHARGE_PRIORITY
4,luxury_house,luxury,791.7708288464987,1254.78992102862,714.9855034734331,539.8044175551868,10.32516456626107,395.5606650567551,0.9030207699304467,0.5698049462234446,Fall,CHARGE_PRIORITY
5,apartment,low,309.350510686957,368.8667208755597,237.2561383276914,131.61058254786832,51.41151594176511,52.43757256331264,0.766949237616677,0.6432028830481885,Fall,CHARGE_PRIORITY
6,small_family,middle,621.714597531131,532.6009030557016,372.05588117832747,160.54502187737404,220.15306506656748,-77.7289921518802,0.5984351705039347,0.6985641200450919,Fall,CHARGE_PRIORITY
7,family_house,high,638.3813668820853,771.7863459974656,487.95545977470135,283.8308862227641,109.5119941061858,114.31236997150585,0.7643635686892332,0.6322416330701758,Fall,CHARGE_PRIORITY
8,luxury_house,luxury,728.8506766041866,1257.6300832205056,657.863386839899,599.7666963806066,10.041673070564745,440.7875165219467,0.902603795203941,0.5230976863683635,Fall,CHARGE_PRIORITY
9,apartment,low,374.86736982790836,382.99434832569585,249.78998780988462,133.20436051581123,104.20742687500831,6.116586199350948,0.6663423064124161,0.6522028037799265,Fall,CHARGE_PRIORITY
10,small_family,middle,559.8464723036536,528.3277674356898,376.9263697867243,151.40139764896566,151.41112882296636,-22.718967703945495,0.6732673838878531,0.7134328214778249,Fall,CHARGE_PRIORITY
11,family_house,high,635.6928937487057,786.8047766064142,492.24427379583904,294.5605028105752,101.93199310373831,129.18158331456692,0.7743428920418717,0.6256244095504213,Fall,CHARGE_PRIORITY
12,luxury_house,luxury,850.0516487464456,1262.3673568490744,769.1973847369427,493.16997211213203,7.973605888295655,362.70123378463296,0.9048831160686094,0.6093292737360493,Fall,CHARGE_PRIORITY
13,apartment,low,372.87069002165754,376.6332345821642,259.1849918813647,117.44824270079957,91.7626418386165,5.499804370844814,0.695106906542615,0.6881628281394331,Fall,CHARGE_PRIORITY
14,small_family,middle,548.816734733195,540.3560002494469,360.005757418554,180.35024283089277,159.39089292605223,-8.189121510277431,0.6559671646921797,0.666238104605784,Fall,CHARGE_PRIORITY
15,family_house,high,661.7479604534726,797.6581512641347,507.0407390719541,290.6174121921806,111.83714722769378,117.30962663921106,0.7662142830398705,0.6356617032852884,Fall,CHARGE_PRIORITY
16,luxury_house,luxury,708.1891589308459,1268.4228121208353,645.3957845744998,623.0270275463355,2.529999921045572,464.99327073081065,0.9113324829045034,0.5088175475931259,Fall,CHARGE_PRIORITY
17,apartment,low,308.2416468130274,375.5262348747903,225.50795418067597,150.01828069411434,63.82251238138964,55.07344937733508,0.7315946969277132,0.6005118504060465,Fall,CHARGE_PRIORITY
18,small_family,middle,547.427793247975,533.0554322173521,374.28636079652364,158.7690714208283,141.92394056247127,-8.654742940602915,0.6837182280713661,0.7021527934526504,Fall,CHARGE_PRIORITY
19,family_house,high,545.5648647266182,786.1014326722199,432.4383287648148,353.6631039074051,76.92580626205569,196.01410229470375,0.7926432890459488,0.5501050001840262,Fall,CHARGE_PRIORITY
20,luxury_house,luxury,845.4139355655004,1260.7561699869016,759.5347446004248,501.2214253864767,16.019447960582877,361.49856587533293,0.8984175829706064,0.602443805298463,Fall,CHARGE_PRIORITY
21,apartment,low,354.7122391969596,360.9587099852807,250.6846758848464,110.27403410043429,82.46405238507911,8.487878428754513,0.7067268850163632,0.6944968190269434,Fall,CHARGE_PRIORITY
22,small_family,middle,544.4580415594135,536.6749493167067,378.09246015122113,158.58248916548553,134.1385269542376,-1.7878073846996898,0.694438195950426,0.7045092390330638,Fall,CHARGE_PRIORITY
23,family_house,high,661.3311123331605,788.1775462136392,515.8135794855918,272.36396672804733,101.54551969273919,112.88200732257022,0.7799626690264333,0.6544383076675191,Fall,CHARGE_PRIORITY
24,luxury_house,luxury,809.0600016717453,1259.651814418152,730.135346557928,529.5164678602241,11.08823895834028,387.15793583266185,0.9024489469869517,0.5796326716642615,Fall,CHARGE_PRIORITY
25,apartment,low,341.75288357851196,389.2342020437113,244.64801308827518,144.5861889554362,76.32587067410599,39.746358109881754,0.7158623228765572,0.6285367827486059,Fall,CHARGE_PRIORITY
26,small_family,middle,578.8552284337404,547.4352316615114,386.528675436293,160.9065562252184,160.06295138437355,-23.37673907702242,0.6677467118715635,0.7060719754246477,Fall,CHARGE_PRIORITY
27,family_house,high,666.1259271415181,784.6965165020094,524.1341375449557,260.56237895705385,97.0838873600087,108.04628559378256,0.7868394190781943,0.6679450290940772,Fall,CHARGE_PRIORITY
28,luxury_house,luxury,825.7773797454881,1237.8797201682175,741.7433715569412,496.1363486112765,15.443382163411151,358.2032175113874,0.8982364857046011,0.5992047203553382,Fall,CHARGE_PRIORITY
29,apartment,low,289.4042567816354,371.9726953909556,225.46331614456903,146.50937924638663,44.29725698885149,70.01450314482364,0.7790601238968236,0.6061286727177639,Fall,CHARGE_PRIORITY
30,small_family,middle,501.8086758610723,560.5427989813006,336.7726462880713,223.77015269322928,137.00610334823207,44.52212150651309,0.6711176240829048,0.6007973822874957,Fall,CHARGE_PRIORITY
31,family_house,high,682.5753272759343,756.3511404118708,534.5030251433795,221.8481152684913,102.3093311400339,74.30768842533799,0.7830681886444808,0.7066863478943339,Fall,CHARGE_PRIORITY
32,luxury_house,luxury,661.2037189187047,1264.0664485743787,597.8011116411974,666.2653369331813,8.626588785351093,491.93507279307,0.9041103286878175,0.47291905604756845,Fall,CHARGE_PRIORITY
33,apartment,low,335.33237595241343,392.58050494310805,241.35431424759787,151.22619069551018,72.9601834533254,47.75547791363978,0.7197465307729431,0.6147893520147528,Fall,CHARGE_PRIORITY
34,small_family,middle,514.307843128954,533.3792913152809,346.25928117255864,187.12001014272215,139.06385977212054,15.182533812133144,0.6732529666784413,0.6491802115502167,Fall,CHARGE_PRIORITY
35,family_house,high,690.8361070586018,787.5999226686113,525.8525440455003,261.747378623111,120.26378550735497,88.07312701071378,0.7611827735589008,0.6676645450443458,Fall,CHARGE_PRIORITY
36,luxury_house,luxury,744.9433961311144,1262.7779880579114,676.5452500283918,586.2327380295195,4.645931091889304,435.49321553943923,0.9081834318446873,0.5357594576611873,Fall,CHARGE_PRIORITY
37,apartment,low,358.7936224788065,370.16843654468073,250.14379550251462,120.02464104216608,87.53057470823329,11.240963544214594,0.6971801610472892,0.6757566848148094,Fall,CHARGE_PRIORITY
38,small_family,middle,527.0350997649236,559.0816120404476,330.10145996792687,228.98015207252072,170.27867320857058,18.48430816667701,0.6263367660240539,0.5904351938229104,Fall,CHARGE_PRIORITY
39,family_house,high,684.8899306001588,768.3913796838705,513.7114661514743,254.67991353239609,128.74684701399605,75.13777283670062,0.7500642704752815,0.6685544368845263,Fall,CHARGE_PRIORITY
40,luxury_house,luxury,844.9614897119745,1264.2486618588905,765.5099090132577,498.7387528456329,7.160580738340779,367.609541969718,0.9059701753676374,0.6055058091876393,Fall,CHARGE_PRIORITY
41,apartment,low,313.39883708542186,390.1987276635645,232.37134032308927,157.82738734047524,61.19714509603138,63.29310991892819,0.7414556559434607,0.5955204972463249,Fall,CHARGE_PRIORITY
42,small_family,middle,545.4565046740986,533.097827441075,373.4539533108376,159.6438741302374,141.0878590814616,-7.2461675756373864,0.6846631218266803,0.7005355004042231,Fall,CHARGE_PRIORITY
43,family_house,high,746.2553029470133,789.1882169312405,561.6943537353144,227.4938631959261,137.481864114568,46.886719693833385,0.7526839025694624,0.7117368730104254,Fall,CHARGE_PRIORITY
