season,strategy,generation_kwh,consumption_kwh,avg_generation_kwh_per_day,avg_consumption_kwh_per_day,avg_generation_kwh_per_step,avg_consumption_kwh_per_step,grid_import_kwh,grid_export_kwh,curtailed_kwh,unmet_load_kwh,unmet_events,unmet_pct_time,unmet_hours,avg_soc_kwh,min_soc_kwh,max_soc_kwh,soc_full_events,soc_empty_events,avg_cloud,peak_load_kw,peak_gen_kw,inverter_failed_hours_step,inverter_failures,inverter_downtime_hours,avg_failure_duration_hours,batt_in_kwh,batt_out_kwh,batt_eff_real,net_cost
Spring,LOAD_PRIORITY,479.3938681584206,535.7524295366771,15.979795605280687,17.85841431788924,0.6658248168866953,0.7441005965787183,144.77947362877683,69.50096167743185,0.0,0.0,0,0.0,0.0,4.859010772127197,-5.551115123125783e-17,13.5,56,162,0.576520292882485,3.4853579399388908,4.0,0.0,0,0.0,0.0,253.23562834929425,234.31567777620572,0.9252871695171117,46.03373971189396
Spring,CHARGE_PRIORITY,507.64716200973623,533.4903002464989,16.921572066991207,17.783010008216632,0.7050655027913003,0.7409587503423596,149.3197025088115,91.17231243207397,0.0,0.0,0,0.0,0.0,4.653255317364741,-2.7755575615628914e-17,13.5,56,171,0.5509844274258477,3.4996937843294593,4.0,0.0,0,0.0,0.0,387.0786410181578,354.7743891781834,0.9165434399712616,29.934695692742068
Spring,PRODUCE_PRIORITY,370.0039328071317,534.7078963929118,12.33346442690439,17.823596546430394,0.5138943511210162,0.7426498561012664,528.304284131071,370.0039328071317,0.0,0.0,0,0.0,0.0,0.055403320024737614,0.0,6.22295372330527,0,708,0.6739678543239356,3.4853109206226582,4.0,0.0,0,0.0,0.0,0.0,6.403612261840969,0.0,63.22467357188469
