hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
87,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,4.9540367053715535,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
88,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,4.426990428676824,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
89,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,3.899944151982094,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
90,0.0,2.611540684631195,0.0,2.611540684631195,0.0,0.0,0.0,0.0,1.1471385634387397,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
91,0.0,3.4853579399388908,0.0,3.4853579399388908,2.3970867442548984,0.0,0.0,0.0,0.0,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
92,0.0,1.5715308382700899,0.0,1.5715308382700899,1.5715308382700899,0.0,0.0,0.0,0.0,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
93,0.0,1.2997692081091552,0.0,1.2997692081091552,1.2997692081091552,0.0,0.0,0.0,0.0,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
94,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
95,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7411479724328303,0.0,Spring,LOAD_PRIORITY,60
96,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
97,0.5073502676178662,0.5,0.5073502676178662,0.5,0.0,0.0,0.0,0.0,0.00697307612527117,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
98,0.9801254529335344,0.5,0.9801254529335344,0.5,0.0,0.0,0.0,0.0,0.4624600742922533,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
99,1.3861067083656773,0.5,1.3861067083656773,0.5,0.0,0.0,0.0,0.0,1.3030947088092888,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
100,1.69762708227234,0.5,1.69762708227234,0.5,0.0,0.0,0.0,0.0,2.4392635190540264,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
101,1.8934569759835431,0.5,1.8934569759835431,0.5,0.0,0.0,0.0,0.0,3.7612128787215897,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
102,1.9602509058670692,0.5,1.9602509058670692,0.5,0.0,0.0,0.0,0.0,5.146528524080811,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
103,1.8934569759835433,0.5,1.8934569759835433,0.5,0.0,0.0,0.0,0.0,6.468477883748374,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
104,1.6976270822723405,0.5,1.6976270822723405,0.5,0.0,0.0,0.0,0.0,7.6046466939931125,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
105,1.3861067083656773,0.5,1.3861067083656773,0.5,0.0,0.0,0.0,0.0,8.445281328510148,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
106,0.9801254529335353,0.5,0.9801254529335353,0.5,0.0,0.0,0.0,0.0,8.900768326677131,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
107,0.5073502676178666,0.5,0.5073502676178666,0.5,0.0,0.0,0.0,0.0,8.907741402802403,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
108,2.4006149973958057e-16,0.5,2.4006149973958057e-16,0.5,0.0,0.0,0.0,0.0,8.380695126107673,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
109,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,7.853648849412943,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
