hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
76,0.9399176317684048,0.5,0.9399176317684048,0.5,0.0,0.0,0.0,0.0,0.9425314401909366,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
77,1.0483418975265333,0.5,1.0483418975265333,0.5,0.0,0.0,0.0,0.0,1.410029612326212,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
78,1.0853233954351282,0.5,1.0853233954351282,0.5,0.0,0.0,0.0,0.0,1.9126115138642612,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
79,1.0483418975265335,0.5,1.0483418975265335,0.5,0.0,0.0,0.0,0.0,2.380109685999537,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
80,0.939917631768405,0.5,0.939917631768405,0.5,0.0,0.0,0.0,0.0,2.7447475681066864,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
81,0.767439532692588,0.5,0.767439532692588,0.5,0.0,0.0,0.0,0.0,2.9457583583411058,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
82,0.5426616977175645,0.5,0.5426616977175645,0.5,0.0,0.0,0.0,0.0,2.9335261707627662,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
83,0.2809023648339457,0.5,0.2809023648339457,0.5,0.0,0.0,0.0,0.0,2.672967275968893,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
84,1.329137822259367e-16,0.5,1.329137822259367e-16,0.5,0.0,0.0,0.0,0.0,2.1459209992741632,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
85,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.6188747225794333,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
86,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0918284458847034,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
87,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5647821691899735,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
88,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.03773589249524356,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
89,0.0,0.5,0.0,0.5,0.4642005890527327,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
90,0.0,1.0964090021545623,0.0,1.0964090021545623,1.0964090021545623,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
91,0.0,1.6614737869776355,0.0,1.6614737869776355,1.6614737869776355,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
92,0.0,1.6683309510140636,0.0,1.6683309510140636,1.6683309510140636,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
93,0.0,1.969636039619686,0.0,1.969636039619686,1.969636039619686,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
94,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
95,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7829353209129744,0.0,Spring,CHARGE_PRIORITY,60
