wealth_level,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumed_kwh,battery_charge_kwh,battery_discharge_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,avg_soc_kwh,season,strategy
high,790.6903822792638,787.0563295534939,73.41974476797554,2.587728332562907,713.6365847855185,777.9801329425876,703.5140637814052,52.73585307667505,0.9025478142271218,0.9067815822625533,4.3096978848108645,Winter,CHARGE_PRIORITY
low,429.5341051051087,378.5071098277243,22.316909421383794,40.101373369090346,356.1902004063405,353.3522883604533,320.1097570307754,-19.353553966143465,0.829306438190893,0.9413319557035702,3.4325432470992134,Winter,CHARGE_PRIORITY
luxury,1002.2468315627061,1260.0987995147332,349.54442562729065,0.0,910.5543738874426,1002.2468315627061,910.5543738874426,262.158319220468,0.9085164140307797,0.7226397347773496,2.590936865604353,Winter,CHARGE_PRIORITY
middle,644.6376057277419,541.7141139106204,24.933370766492878,81.35295912211953,516.7807431441275,486.3529560217303,439.8490525602353,-54.517635135037935,0.8015877976322312,0.9540287354618555,4.630571599503717,Winter,CHARGE_PRIORITY
