time,household_type,generation_kwh,load_kwh,self_consumed_kwh,grid_import,grid_export,net_load_kwh,season,strategy
614.0,apartment,17.5697044024089,3.6399999999999997,0.0,3.6399999999999997,17.5697044024089,-13.929704402408898,Spring,PRODUCE_PRIORITY
614.0,family_house,29.733345911768907,10.08,0.0,10.08,29.733345911768907,-19.65334591176891,Spring,PRODUCE_PRIORITY
614.0,luxury_house,37.842440251342246,18.0,0.0,18.0,37.842440251342246,-19.842440251342246,Spring,PRODUCE_PRIORITY
614.0,small_family,26.354556603613354,6.5,0.0,6.5,26.354556603613354,-19.854556603613354,Spring,PRODUCE_PRIORITY
615.0,apartment,17.80156220339094,3.6399999999999997,0.0,3.6399999999999997,17.80156220339094,-14.161562203390938,Spring,PRODUCE_PRIORITY
615.0,family_house,30.125720651892358,10.08,0.0,10.08,30.125720651892358,-20.04572065189236,Spring,PRODUCE_PRIORITY
615.0,luxury_house,38.341826284226634,18.0,0.0,18.0,38.341826284226634,-20.341826284226634,Spring,PRODUCE_PRIORITY
615.0,small_family,26.70234330508641,6.5,0.0,6.5,26.70234330508641,-20.20234330508641,Spring,PRODUCE_PRIORITY
616.0,apartment,14.637177837575406,3.6399999999999997,0.0,3.6399999999999997,14.637177837575406,-10.997177837575405,Spring,PRODUCE_PRIORITY
616.0,family_house,24.770608648204533,10.08,0.0,10.08,24.770608648204533,-14.690608648204535,Spring,PRODUCE_PRIORITY
616.0,luxury_house,31.52622918862395,18.0,0.0,18.0,31.52622918862395,-13.526229188623951,Spring,PRODUCE_PRIORITY
616.0,small_family,21.955766756363108,6.5,0.0,6.5,21.955766756363108,-15.455766756363108,Spring,PRODUCE_PRIORITY
617.0,apartment,9.467024476686937,3.6399999999999997,0.0,3.6399999999999997,9.467024476686937,-5.827024476686937,Spring,PRODUCE_PRIORITY
617.0,family_house,16.021118345162506,10.08,0.0,10.08,16.021118345162506,-5.941118345162508,Spring,PRODUCE_PRIORITY
617.0,luxury_house,20.390514257479555,18.0,0.0,18.0,20.390514257479555,-2.3905142574795555,Spring,PRODUCE_PRIORITY
617.0,small_family,14.200536715030404,6.5,0.0,6.5,14.200536715030404,-7.700536715030404,Spring,PRODUCE_PRIORITY
618.0,apartment,7.034037773952142,20.238371008360375,0.0,20.238371008360375,7.034037773952142,13.204333234408233,Spring,PRODUCE_PRIORITY
618.0,family_house,11.903756232842087,27.631970784826244,0.0,27.631970784826244,11.903756232842087,15.728214551984157,Spring,PRODUCE_PRIORITY
618.0,luxury_house,15.150235205435381,40.770521948602166,0.0,40.770521948602166,15.150235205435381,25.620286743166787,Spring,PRODUCE_PRIORITY
618.0,small_family,10.551056660928213,24.26460111855299,0.0,24.26460111855299,10.551056660928213,13.713544457624778,Spring,PRODUCE_PRIORITY
619.0,apartment,0.0,26.822135224533298,0.0,26.822135224533298,0.0,26.822135224533298,Spring,PRODUCE_PRIORITY
619.0,family_house,0.0,26.67789759857752,0.0,26.67789759857752,0.0,26.67789759857752,Spring,PRODUCE_PRIORITY
619.0,luxury_house,0.0,36.56372877784554,0.0,36.56372877784554,0.0,36.56372877784554,Spring,PRODUCE_PRIORITY
619.0,small_family,0.0,27.190619108449354,0.0,27.190619108449354,0.0,27.190619108449354,Spring,PRODUCE_PRIORITY
620.0,apartment,0.0,22.784564280927263,0.0,22.784564280927263,0.0,22.784564280927263,Spring,PRODUCE_PRIORITY
620.0,family_house,0.0,27.234917892439796,0.0,27.234917892439796,0.0,27.234917892439796,Spring,PRODUCE_PRIORITY
620.0,luxury_house,0.0,36.207934548948614,0.0,36.207934548948614,0.0,36.207934548948614,Spring,PRODUCE_PRIORITY
620.0,small_family,0.0,27.53388227253334,0.0,27.53388227253334,0.0,27.53388227253334,Spring,PRODUCE_PRIORITY
621.0,apartment,0.0,27.288976683348857,0.0,27.288976683348857,0.0,27.288976683348857,Spring,PRODUCE_PRIORITY
621.0,family_house,0.0,28.92102796059953,0.0,28.92102796059953,0.0,28.92102796059953,Spring,PRODUCE_PRIORITY
621.0,luxury_house,0.0,45.574798459935586,0.0,45.574798459935586,0.0,45.574798459935586,Spring,PRODUCE_PRIORITY
621.0,small_family,0.0,24.533549579705046,0.0,24.533549579705046,0.0,24.533549579705046,Spring,PRODUCE_PRIORITY
622.0,apartment,1.341065817810913,3.6399999999999997,0.0,3.6399999999999997,1.341065817810913,2.298934182189087,Spring,PRODUCE_PRIORITY
622.0,family_house,2.269495999372314,10.08,0.0,10.08,2.269495999372314,7.810504000627686,Spring,PRODUCE_PRIORITY
622.0,luxury_house,2.8884494537465812,18.0,0.0,18.0,2.8884494537465812,15.111550546253419,Spring,PRODUCE_PRIORITY
622.0,small_family,2.0115987267163695,6.5,0.0,6.5,2.0115987267163695,4.488401273283631,Spring,PRODUCE_PRIORITY
623.0,apartment,4.121299350666774,3.6399999999999997,0.0,3.6399999999999997,4.121299350666774,-0.4812993506667745,Spring,PRODUCE_PRIORITY
623.0,family_house,6.97450659343608,10.08,0.0,10.08,6.97450659343608,3.10549340656392,Spring,PRODUCE_PRIORITY
623.0,luxury_house,8.876644755282284,18.0,0.0,18.0,8.876644755282284,9.123355244717716,Spring,PRODUCE_PRIORITY
623.0,small_family,6.1819490260001615,6.5,0.0,6.5,6.1819490260001615,0.3180509739998381,Spring,PRODUCE_PRIORITY
624.0,apartment,0.0,3.6399999999999997,0.0,3.6399999999999997,0.0,3.6399999999999997,Spring,PRODUCE_PRIORITY
624.0,family_house,0.0,10.08,0.0,10.08,0.0,10.08,Spring,PRODUCE_PRIORITY
624.0,luxury_house,0.0,18.0,0.0,18.0,0.0,18.0,Spring,PRODUCE_PRIORITY
624.0,small_family,0.0,6.5,0.0,6.5,0.0,6.5,Spring,PRODUCE_PRIORITY
625.0,apartment,1.8223843719161619,3.6399999999999997,0.0,3.6399999999999997,1.8223843719161619,1.8176156280838376,Spring,PRODUCE_PRIORITY
625.0,family_house,3.0840350909350436,10.08,0.0,10.08,3.0840350909350436,6.9959649090649565,Spring,PRODUCE_PRIORITY
625.0,luxury_house,3.9251355702809647,18.0,0.0,18.0,3.9251355702809647,14.074864429719035,Spring,PRODUCE_PRIORITY
625.0,small_family,2.733576557874243,6.5,0.0,6.5,2.733576557874243,3.766423442125757,Spring,PRODUCE_PRIORITY
626.0,apartment,2.7902329482646246,3.6399999999999997,0.0,3.6399999999999997,2.7902329482646246,0.849767051735375,Spring,PRODUCE_PRIORITY
626.0,family_house,4.721932681678595,10.08,0.0,10.08,4.721932681678595,5.358067318321404,Spring,PRODUCE_PRIORITY
626.0,luxury_house,6.009732503954577,18.0,0.0,18.0,6.009732503954577,11.990267496045423,Spring,PRODUCE_PRIORITY
626.0,small_family,4.1853494223969365,6.5,0.0,6.5,4.1853494223969365,2.314650577603063,Spring,PRODUCE_PRIORITY
627.0,apartment,2.926057740581627,3.6399999999999997,0.0,3.6399999999999997,2.926057740581627,0.713942259418373,Spring,PRODUCE_PRIORITY
627.0,family_house,4.9517900225227525,10.08,0.0,10.08,4.9517900225227525,5.128209977477248,Spring,PRODUCE_PRIORITY
627.0,luxury_house,6.302278210483503,18.0,0.0,18.0,6.302278210483503,11.697721789516496,Spring,PRODUCE_PRIORITY
627.0,small_family,4.3890866108724405,6.5,0.0,6.5,4.3890866108724405,2.1109133891275595,Spring,PRODUCE_PRIORITY
628.0,apartment,3.121050782134428,3.6399999999999997,0.0,3.6399999999999997,3.121050782134428,0.5189492178655715,Spring,PRODUCE_PRIORITY
628.0,family_house,5.281778246689032,10.08,0.0,10.08,5.281778246689032,4.798221753310967,Spring,PRODUCE_PRIORITY
628.0,luxury_house,6.722263223058768,18.0,0.0,18.0,6.722263223058768,11.277736776941232,Spring,PRODUCE_PRIORITY
628.0,small_family,4.681576173201642,6.5,0.0,6.5,4.681576173201642,1.818423826798358,Spring,PRODUCE_PRIORITY
629.0,apartment,3.1789513921642008,3.6399999999999997,0.0,3.6399999999999997,3.1789513921642008,0.46104860783579876,Spring,PRODUCE_PRIORITY
629.0,family_house,5.379763894431725,10.08,0.0,10.08,5.379763894431725,4.700236105568275,Spring,PRODUCE_PRIORITY
629.0,luxury_house,6.846972229276741,18.0,0.0,18.0,6.846972229276741,11.15302777072326,Spring,PRODUCE_PRIORITY
629.0,small_family,4.768427088246301,6.5,0.0,6.5,4.768427088246301,1.7315729117536987,Spring,PRODUCE_PRIORITY
630.0,apartment,11.700571946945836,3.6399999999999997,0.0,3.6399999999999997,11.700571946945836,-8.060571946945837,Spring,PRODUCE_PRIORITY
630.0,family_house,19.80096791021603,10.08,0.0,10.08,19.80096791021603,-9.720967910216032,Spring,PRODUCE_PRIORITY
630.0,luxury_house,25.201231885729495,18.0,0.0,18.0,25.201231885729495,-7.201231885729495,Spring,PRODUCE_PRIORITY
630.0,small_family,17.550857920418753,6.5,0.0,6.5,17.550857920418753,-11.050857920418753,Spring,PRODUCE_PRIORITY
631.0,apartment,11.607469777185907,3.6399999999999997,0.0,3.6399999999999997,11.607469777185907,-7.967469777185906,Spring,PRODUCE_PRIORITY
