time,generation_kwh,load_kwh,self_consumed_kwh,grid_import,grid_export,net_load_kwh,season,strategy
8.0,77.21885560627923,38.22,10.14,28.08,77.21885560627923,-38.998855606279236,Winter,PRODUCE_PRIORITY
9.0,83.92073707974066,38.22,6.804414373283407,31.41558562671659,83.92073707974066,-45.70073707974067,Winter,PRODUCE_PRIORITY
10.0,90.7363364622646,38.22,3.6399999999999997,34.58,90.7363364622646,-52.51633646226461,Winter,PRODUCE_PRIORITY
11.0,96.02809696766947,38.22,3.6399999999999997,34.58,96.02809696766947,-57.80809696766947,Winter,PRODUCE_PRIORITY
12.0,98.40419841349059,38.22,3.6399999999999997,34.58,98.40419841349059,-60.184198413490584,Winter,PRODUCE_PRIORITY
13.0,101.4866474483476,38.22,2.0115314986267174,36.20846850137328,101.4866474483476,-63.266647448347605,Winter,PRODUCE_PRIORITY
14.0,107.33379928629401,38.22,0.0,38.22,107.33379928629401,-69.11379928629401,Winter,PRODUCE_PRIORITY
15.0,117.2106982571977,38.22,0.0,38.22,117.2106982571977,-78.9906982571977,Winter,PRODUCE_PRIORITY
16.0,95.058646485591,38.22,0.0,38.22,95.058646485591,-56.838646485591,Winter,PRODUCE_PRIORITY
17.0,76.82471338564378,38.22,0.0,38.22,76.82471338564378,-38.60471338564377,Winter,PRODUCE_PRIORITY
18.0,55.70921131660395,109.40060545843741,0.0,109.40060545843741,55.70921131660395,53.691394141833456,Winter,PRODUCE_PRIORITY
19.0,0.0,96.7844013656552,0.0,96.7844013656552,0.0,96.7844013656552,Winter,PRODUCE_PRIORITY
20.0,6.6372955258491135,112.31464105824583,0.0,112.31464105824583,6.6372955258491135,105.67734553239671,Winter,PRODUCE_PRIORITY
21.0,12.471153453920179,110.83189651587541,0.0,110.83189651587541,12.471153453920179,98.36074306195523,Winter,PRODUCE_PRIORITY
22.0,15.353077942895656,38.22,0.0,38.22,15.353077942895656,22.866922057104343,Winter,PRODUCE_PRIORITY
23.0,37.35210943779289,38.22,0.0,38.22,37.35210943779289,0.867890562207112,Winter,PRODUCE_PRIORITY
24.0,0.0,38.22,0.0,38.22,0.0,38.22,Winter,PRODUCE_PRIORITY
25.0,12.976514024803926,38.22,0.0,38.22,12.976514024803926,25.243485975196073,Winter,PRODUCE_PRIORITY
26.0,7.368836242953087,38.22,0.0,38.22,7.368836242953087,30.851163757046912,Winter,PRODUCE_PRIORITY
27.0,12.391136424759763,38.22,0.0,38.22,12.391136424759763,25.828863575240234,Winter,PRODUCE_PRIORITY
28.0,12.786960332777713,38.22,0.0,38.22,12.786960332777713,25.433039667222285,Winter,PRODUCE_PRIORITY
29.0,12.108443779316744,38.22,0.0,38.22,12.108443779316744,26.111556220683255,Winter,PRODUCE_PRIORITY
30.0,68.03540744748103,38.22,0.0,38.22,68.03540744748103,-29.81540744748103,Winter,PRODUCE_PRIORITY
31.0,69.26814385937249,38.22,0.0,38.22,69.26814385937249,-31.048143859372487,Winter,PRODUCE_PRIORITY
32.0,71.65354913405359,38.22,0.0,38.22,71.65354913405359,-33.43354913405359,Winter,PRODUCE_PRIORITY
33.0,76.01945153994619,38.22,0.0,38.22,76.01945153994619,-37.79945153994619,Winter,PRODUCE_PRIORITY
34.0,75.73732229618679,38.22,0.0,38.22,75.73732229618679,-37.517322296186784,Winter,PRODUCE_PRIORITY
35.0,76.85448612874909,38.22,0.0,38.22,76.85448612874909,-38.63448612874909,Winter,PRODUCE_PRIORITY
36.0,88.36134400948986,38.22,0.0,38.22,88.36134400948986,-50.14134400948985,Winter,PRODUCE_PRIORITY
37.0,83.63529267447105,38.22,0.0,38.22,83.63529267447105,-45.41529267447105,Winter,PRODUCE_PRIORITY
38.0,93.58309207991107,38.22,0.0,38.22,93.58309207991107,-55.36309207991108,Winter,PRODUCE_PRIORITY
39.0,97.756704035932,38.22,0.0,38.22,97.756704035932,-59.53670403593201,Winter,PRODUCE_PRIORITY
40.0,95.71787338993546,38.22,0.0,38.22,95.71787338993546,-57.497873389935464,Winter,PRODUCE_PRIORITY
41.0,88.80574634849756,38.22,0.0,38.22,88.80574634849756,-50.585746348497565,Winter,PRODUCE_PRIORITY
42.0,71.60206352027295,112.49711816884628,0.0,112.49711816884628,71.60206352027295,40.895054648573335,Winter,PRODUCE_PRIORITY
43.0,24.191369106231694,107.21870685719173,0.0,107.21870685719173,24.191369106231694,83.02733775096003,Winter,PRODUCE_PRIORITY
44.0,9.06563022144885,104.92446574649243,0.0,104.92446574649243,9.06563022144885,95.85883552504357,Winter,PRODUCE_PRIORITY
45.0,41.50422936594525,118.3774195750186,0.0,118.3774195750186,41.50422936594525,76.87319020907337,Winter,PRODUCE_PRIORITY
