household_id,household_type,wealth_level,generation_kwh,consumption_kwh,self_consumed_kwh,grid_import_kwh,grid_export_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,season,strategy
1,apartment,low,433.0544753198197,390.7836351102799,3.794733192202055,386.9889019180778,433.0544753198197,-99.50735134927942,0.008762715566903138,0.009710573451038129,Fall,PRODUCE_PRIORITY
2,small_family,middle,649.5817129797294,516.2478550766284,4.74341649025257,511.5044385863759,649.5817129797294,-200.99521274197457,0.007302262972419285,0.009188254137246709,Fall,PRODUCE_PRIORITY
3,family_house,high,793.9332047530029,780.1325215160397,6.403612261840967,773.7289092541987,793.9332047530029,-134.24320233705362,0.008065681374081297,0.008208364713980594,Fall,PRODUCE_PRIORITY
4,luxury_house,luxury,1010.4604424129127,1268.7562512929103,8.538149682454623,1260.2181016104555,1010.4604424129127,35.7491780362202,0.00844976143951374,0.006729542947082175,Fall,PRODUCE_PRIORITY
5,apartment,low,433.0544753198197,394.52860656265966,3.794733192202055,390.7338733704576,433.0544753198197,-96.69862275999452,0.008762715566903138,0.009618398080848339,Fall,PRODUCE_PRIORITY
6,small_family,middle,648.0962788155191,546.4240293291554,4.74341649025257,541.6806128389028,648.0962788155191,-177.02619130479007,0.0073189997309069344,0.00868083436242008,Fall,PRODUCE_PRIORITY
7,family_house,high,741.3607493950194,798.5498024321262,6.403612261840967,792.1461901702853,741.3607493950194,-73.11503182780348,0.008637646742246034,0.008019051839143435,Fall,PRODUCE_PRIORITY
8,luxury_house,luxury,1010.4604424129127,1264.0467196988525,8.538149682454623,1255.508570016398,1010.4604424129127,32.21702934067696,0.00844976143951374,0.00675461559244326,Fall,PRODUCE_PRIORITY
9,apartment,low,427.00349321232994,381.54701193365497,3.794733192202055,377.7522787414529,427.00349321232994,-100.98893483500729,0.008886890277300618,0.009945650400904987,Fall,PRODUCE_PRIORITY
10,small_family,middle,649.5817129797294,542.7720916585597,4.74341649025257,538.0286751683071,649.5817129797294,-181.1020353055261,0.007302262972419285,0.00873924168753411,Fall,PRODUCE_PRIORITY
11,family_house,high,793.9332047530029,793.1003639913313,6.403612261840967,786.6967517294903,793.9332047530029,-124.51732048058489,0.008065681374081297,0.008074151207817324,Fall,PRODUCE_PRIORITY
12,luxury_house,luxury,1010.4604424129127,1261.753994395507,8.538149682454623,1253.2158447130523,1010.4604424129127,30.49748536316781,0.00844976143951374,0.0067668893622525525,Fall,PRODUCE_PRIORITY
13,apartment,low,433.0544753198197,386.21179760378664,3.794733192202055,382.4170644115846,433.0544753198197,-102.93622947914929,0.008762715566903138,0.009825523755996338,Fall,PRODUCE_PRIORITY
14,small_family,middle,649.5817129797294,529.0504011813262,4.74341649025257,524.3069846910736,649.5817129797294,-191.39330316345126,0.007302262972419285,0.008965906612415206,Fall,PRODUCE_PRIORITY
15,family_house,high,725.7306029937422,776.1144458635154,6.403612261840967,769.7108336016743,725.7306029937422,-75.87441749311233,0.008823676768521478,0.008250860805349683,Fall,PRODUCE_PRIORITY
16,luxury_house,luxury,1010.4604424129127,1256.3130092241108,8.538149682454623,1247.774859541656,1010.4604424129127,26.416746484620603,0.00844976143951374,0.006796196186591842,Fall,PRODUCE_PRIORITY
17,apartment,low,433.0544753198197,390.22595813772705,3.794733192202055,386.43122494552495,433.0544753198197,-99.92560907869404,0.008762715566903138,0.009724450957367462,Fall,PRODUCE_PRIORITY
18,small_family,middle,632.8673848567378,527.500223354609,4.74341649025257,522.7568068643563,632.8673848567378,-177.5130412227968,0.0074951192046756165,0.008992254941783854,Fall,PRODUCE_PRIORITY
19,family_house,high,770.1714431071642,798.0379424455799,6.403612261840967,791.6343301837389,770.1714431071642,-99.42855115864359,0.008314528302953383,0.008024195243420578,Fall,PRODUCE_PRIORITY
20,luxury_house,luxury,973.4261677654397,1252.8645993896225,8.538149682454623,1244.3264497071677,973.4261677654397,57.16128629148011,0.008771235010103002,0.006814902174276683,Fall,PRODUCE_PRIORITY
21,apartment,low,433.0544753198197,388.6480064880103,3.794733192202055,384.85327329580826,433.0544753198197,-101.10907281598156,0.008762715566903138,0.009763933247703721,Fall,PRODUCE_PRIORITY
22,small_family,middle,649.5817129797294,529.8677934790275,4.74341649025257,525.1243769887749,649.5817129797294,-190.78025894017532,0.007302262972419285,0.008952075496244173,Fall,PRODUCE_PRIORITY
23,family_house,high,793.9332047530029,775.1441223861824,6.403612261840967,768.7405101243414,793.9332047530029,-137.9845016844465,0.008065681374081297,0.008261189212308367,Fall,PRODUCE_PRIORITY
24,luxury_house,luxury,1010.4604424129127,1255.3518565522654,8.538149682454623,1246.8137068698106,1010.4604424129127,25.695881980736544,0.00844976143951374,0.006801399653722617,Fall,PRODUCE_PRIORITY
25,apartment,low,433.0544753198197,400.36575917618677,3.794733192202055,396.5710259839848,433.0544753198197,-92.32075829984916,0.008762715566903138,0.009478166164884564,Fall,PRODUCE_PRIORITY
26,small_family,middle,648.5384594560752,534.0192281469921,4.74341649025257,529.2758116567395,648.5384594560752,-186.72775476791304,0.007314009556550958,0.008882482577850017,Fall,PRODUCE_PRIORITY
