time,household_type,generation_kwh,load_kwh,self_consumed_kwh,grid_import,grid_export,net_load_kwh,season,strategy
177.0,small_family,18.778254740868064,6.5,6.5,0.0,0.0,-12.278254740868066,Winter,CHARGE_PRIORITY
178.0,apartment,14.257250061511847,3.6399999999999997,3.6399999999999997,0.0,0.0,-10.617250061511847,Winter,CHARGE_PRIORITY
178.0,family_house,24.12765395025082,10.08,10.08,0.0,0.0,-14.047653950250822,Winter,CHARGE_PRIORITY
178.0,luxury_house,30.707923209410136,18.0,18.0,0.0,0.0,-12.707923209410136,Winter,CHARGE_PRIORITY
178.0,small_family,19.74080777747794,6.5,6.5,0.0,0.0,-13.240807777477942,Winter,CHARGE_PRIORITY
179.0,apartment,15.109913540221823,3.6399999999999997,3.6399999999999997,0.0,0.26481631765864694,-11.469913540221823,Winter,CHARGE_PRIORITY
179.0,family_house,25.57062291422155,10.08,10.08,0.0,0.0,-15.49062291422155,Winter,CHARGE_PRIORITY
179.0,luxury_house,32.544429163554696,18.0,18.0,0.0,0.0,-14.544429163554696,Winter,CHARGE_PRIORITY
179.0,small_family,20.921418747999446,6.5,6.5,0.0,0.0,-14.421418747999448,Winter,CHARGE_PRIORITY
180.0,apartment,15.944394611112912,3.6399999999999997,3.6399999999999997,0.0,0.9464918931625317,-12.304394611112912,Winter,CHARGE_PRIORITY
180.0,family_house,26.982821649575698,10.08,10.08,0.0,0.0,-16.9028216495757,Winter,CHARGE_PRIORITY
180.0,luxury_house,34.34177300855089,18.0,18.0,0.0,0.0,-16.341773008550888,Winter,CHARGE_PRIORITY
180.0,small_family,22.076854076925574,6.5,6.5,0.0,1.724665329726027,-15.576854076925574,Winter,CHARGE_PRIORITY
181.0,apartment,16.781332013332406,3.6399999999999997,3.6399999999999997,0.0,3.134853911290186,-13.141332013332406,Winter,CHARGE_PRIORITY
181.0,family_house,28.399177253331764,10.08,10.08,0.0,0.0,-18.319177253331766,Winter,CHARGE_PRIORITY
181.0,luxury_house,36.144407413331336,18.0,18.0,0.0,0.0,-18.144407413331336,Winter,CHARGE_PRIORITY
181.0,small_family,23.23569047999872,6.5,6.5,0.0,6.222768183491185,-16.73569047999872,Winter,CHARGE_PRIORITY
182.0,apartment,17.593614331925437,3.6399999999999997,3.6399999999999997,0.0,5.770806855798164,-13.953614331925436,Winter,CHARGE_PRIORITY
182.0,family_house,29.773808869412278,10.08,10.08,0.0,0.0,-19.69380886941228,Winter,CHARGE_PRIORITY
182.0,luxury_house,37.89393856107017,18.0,18.0,0.0,0.0,-19.893938561070172,Winter,CHARGE_PRIORITY
182.0,small_family,24.360389074973682,6.5,6.041024067921681,0.4589759320783194,8.053905442298584,-17.860389074973682,Winter,CHARGE_PRIORITY
183.0,apartment,17.9360696347743,3.6399999999999997,3.6399999999999997,0.0,8.32360584342973,-14.296069634774298,Winter,CHARGE_PRIORITY
183.0,family_house,30.353348612694962,10.08,10.08,0.0,0.031115199896248336,-20.273348612694964,Winter,CHARGE_PRIORITY
183.0,luxury_house,38.63153459797541,18.0,18.0,0.0,0.0,-20.63153459797541,Winter,CHARGE_PRIORITY
183.0,small_family,24.834557955841333,6.5,6.0,0.5,17.222704892596198,-18.334557955841333,Winter,CHARGE_PRIORITY
184.0,apartment,14.158010522159312,3.6399999999999997,3.6399999999999997,0.0,10.433817514185904,-10.518010522159312,Winter,CHARGE_PRIORITY
184.0,family_house,23.95971011442345,10.08,10.08,0.0,1.156642509535288,-13.879710114423455,Winter,CHARGE_PRIORITY
184.0,luxury_house,30.49417650926621,18.0,18.0,0.0,0.0,-12.494176509266213,Winter,CHARGE_PRIORITY
184.0,small_family,19.603399184528282,6.5,6.0,0.5,13.603399184528282,-13.103399184528282,Winter,CHARGE_PRIORITY
185.0,apartment,11.010384076438497,3.6399999999999997,3.6399999999999997,0.0,7.370384076438497,-7.370384076438497,Winter,CHARGE_PRIORITY
