household_id,household_type,wealth_level,generation_kwh,consumption_kwh,self_consumed_kwh,grid_import_kwh,grid_export_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,season,strategy
1,apartment,low,433.0544753198197,386.11588995165914,362.4416849881409,23.674204963518324,38.259148103461655,-16.677579570476748,0.8369424763950776,0.9386862711957226,Spring,CHARGE_PRIORITY
2,small_family,middle,649.5817129797294,541.0141978795475,524.45341473036,16.560783149187543,80.61352134305982,-60.131581846863185,0.8073709654242158,0.9693893742269688,Spring,CHARGE_PRIORITY
3,family_house,high,793.9332047530029,773.4286259757447,717.887393250601,55.541232725143736,3.1410576334888276,38.82897267371786,0.9042163609644465,0.9281882893136082,Spring,CHARGE_PRIORITY
4,luxury_house,luxury,959.0406317500585,1255.3334055893451,871.6747182575073,383.65868733183777,0.0,287.7440154988783,0.908902802863393,0.6943770590158712,Spring,CHARGE_PRIORITY
5,apartment,low,433.0544753198197,385.4221493691209,362.91190833844115,22.510241030679733,38.05415118305859,-17.366055291742935,0.8380283059548644,0.9415958811201544,Spring,CHARGE_PRIORITY
6,small_family,middle,649.5817129797294,549.2240218015803,519.2221967331911,30.00182506838931,84.01736831591032,-53.11426268302731,0.799317755346653,0.9453741572155269,Spring,CHARGE_PRIORITY
7,family_house,high,793.9332047530029,782.6342961563228,717.871865631212,64.76243052511077,1.5817268148533823,47.14826876046504,0.9041968031234391,0.9172507123145864,Spring,CHARGE_PRIORITY
8,luxury_house,luxury,1010.4604424129127,1266.6361225937899,917.9525478540759,348.6835747397141,0.0,261.5126810547856,0.9084497614395136,0.7247168555198888,Spring,CHARGE_PRIORITY
9,apartment,low,433.0544753198197,381.9495633807761,364.756014391373,17.193548989403087,35.84469810075083,-19.36506654862343,0.8422866756474302,0.9549847659538693,Spring,CHARGE_PRIORITY
10,small_family,middle,649.5817129797294,531.8900788635781,508.6669013814567,23.223177482121308,95.41523784237975,-68.4563309465508,0.7830683826490816,0.9563383894436621,Spring,CHARGE_PRIORITY
11,family_house,high,793.9332047530029,792.7618214031775,718.1156714858157,74.6461499173617,0.8937297086366045,55.18025570024833,0.9045038892273382,0.9058403824426874,Spring,CHARGE_PRIORITY
12,luxury_house,luxury,1010.4604424129127,1267.681496436852,917.9525478540759,349.7289485827762,0.0,262.29671143708214,0.9084497614395136,0.724119229028916,Spring,CHARGE_PRIORITY
13,apartment,low,433.0544753198197,370.37582477100557,354.17664986938894,16.1991749016166,46.00289961559659,-29.25322847782448,0.817857036595274,0.9562628718771475,Spring,CHARGE_PRIORITY
14,small_family,middle,649.5817129797294,532.9731681100164,521.6937072966857,11.2794608133308,83.36229598679962,-66.56647077812156,0.8031225277318813,0.9788367192042162,Spring,CHARGE_PRIORITY
