time,household_type,generation_kwh,load_kwh,self_consumed_kwh,grid_import,grid_export,net_load_kwh,season,strategy
177.0,apartment,13.562072868404714,3.6399999999999997,0.0,3.6399999999999997,13.562072868404714,-9.922072868404713,Winter,PRODUCE_PRIORITY
177.0,family_house,22.951200238838744,10.08,0.0,10.08,22.951200238838744,-12.871200238838746,Winter,PRODUCE_PRIORITY
177.0,luxury_house,29.210618485794765,18.0,0.0,18.0,29.210618485794765,-11.210618485794765,Winter,PRODUCE_PRIORITY
177.0,small_family,20.343109302607072,6.5,0.0,6.5,20.343109302607072,-13.843109302607072,Winter,PRODUCE_PRIORITY
178.0,apartment,14.257250061511847,3.6399999999999997,0.0,3.6399999999999997,14.257250061511847,-10.617250061511847,Winter,PRODUCE_PRIORITY
178.0,family_house,24.12765395025082,10.08,0.0,10.08,24.12765395025082,-14.047653950250822,Winter,PRODUCE_PRIORITY
178.0,luxury_house,30.707923209410136,18.0,0.0,18.0,30.707923209410136,-12.707923209410136,Winter,PRODUCE_PRIORITY
178.0,small_family,21.38587509226777,6.5,0.0,6.5,21.38587509226777,-14.88587509226777,Winter,PRODUCE_PRIORITY
179.0,apartment,15.109913540221823,3.6399999999999997,0.0,3.6399999999999997,15.109913540221823,-11.469913540221823,Winter,PRODUCE_PRIORITY
179.0,family_house,25.57062291422155,10.08,0.0,10.08,25.57062291422155,-15.49062291422155,Winter,PRODUCE_PRIORITY
179.0,luxury_house,32.544429163554696,18.0,0.0,18.0,32.544429163554696,-14.544429163554696,Winter,PRODUCE_PRIORITY
179.0,small_family,22.664870310332734,6.5,0.0,6.5,22.664870310332734,-16.164870310332734,Winter,PRODUCE_PRIORITY
180.0,apartment,15.944394611112912,3.6399999999999997,0.0,3.6399999999999997,15.944394611112912,-12.304394611112912,Winter,PRODUCE_PRIORITY
180.0,family_house,26.982821649575698,10.08,0.0,10.08,26.982821649575698,-16.9028216495757,Winter,PRODUCE_PRIORITY
180.0,luxury_house,34.34177300855089,18.0,0.0,18.0,34.34177300855089,-16.341773008550888,Winter,PRODUCE_PRIORITY
180.0,small_family,23.916591916669372,6.5,0.0,6.5,23.916591916669372,-17.416591916669372,Winter,PRODUCE_PRIORITY
181.0,apartment,16.781332013332406,3.6399999999999997,0.0,3.6399999999999997,16.781332013332406,-13.141332013332406,Winter,PRODUCE_PRIORITY
181.0,family_house,28.399177253331764,10.08,0.0,10.08,28.399177253331764,-18.319177253331766,Winter,PRODUCE_PRIORITY
181.0,luxury_house,36.144407413331336,18.0,0.0,18.0,36.144407413331336,-18.144407413331336,Winter,PRODUCE_PRIORITY
181.0,small_family,25.17199801999861,6.5,0.0,6.5,25.17199801999861,-18.67199801999861,Winter,PRODUCE_PRIORITY
182.0,apartment,17.593614331925437,3.6399999999999997,0.0,3.6399999999999997,17.593614331925437,-13.953614331925436,Winter,PRODUCE_PRIORITY
182.0,family_house,29.773808869412278,10.08,0.0,10.08,29.773808869412278,-19.69380886941228,Winter,PRODUCE_PRIORITY
182.0,luxury_house,37.89393856107017,18.0,0.0,18.0,37.89393856107017,-19.893938561070172,Winter,PRODUCE_PRIORITY
182.0,small_family,26.390421497888155,6.5,0.0,6.5,26.390421497888155,-19.890421497888155,Winter,PRODUCE_PRIORITY
183.0,apartment,17.9360696347743,3.6399999999999997,0.0,3.6399999999999997,17.9360696347743,-14.296069634774298,Winter,PRODUCE_PRIORITY
183.0,family_house,30.353348612694962,10.08,0.0,10.08,30.353348612694962,-20.273348612694964,Winter,PRODUCE_PRIORITY
183.0,luxury_house,38.63153459797541,18.0,0.0,18.0,38.63153459797541,-20.63153459797541,Winter,PRODUCE_PRIORITY
183.0,small_family,26.904104452161445,6.5,0.0,6.5,26.904104452161445,-20.404104452161445,Winter,PRODUCE_PRIORITY
184.0,apartment,14.158010522159312,3.6399999999999997,0.0,3.6399999999999997,14.158010522159312,-10.518010522159312,Winter,PRODUCE_PRIORITY
184.0,family_house,23.95971011442345,10.08,0.0,10.08,23.95971011442345,-13.879710114423455,Winter,PRODUCE_PRIORITY
184.0,luxury_house,30.49417650926621,18.0,0.0,18.0,30.49417650926621,-12.494176509266213,Winter,PRODUCE_PRIORITY
184.0,small_family,21.23701578323897,6.5,0.0,6.5,21.23701578323897,-14.737015783238972,Winter,PRODUCE_PRIORITY
185.0,apartment,11.010384076438497,3.6399999999999997,0.0,3.6399999999999997,11.010384076438497,-7.370384076438497,Winter,PRODUCE_PRIORITY
185.0,family_house,18.632957667818996,10.08,0.0,10.08,18.632957667818996,-8.552957667818996,Winter,PRODUCE_PRIORITY
185.0,luxury_house,23.714673395405995,18.0,0.0,18.0,23.714673395405995,-5.714673395405994,Winter,PRODUCE_PRIORITY
185.0,small_family,16.515576114657744,6.5,0.0,6.5,16.515576114657744,-10.015576114657746,Winter,PRODUCE_PRIORITY
186.0,apartment,9.185039185962442,26.48987378604146,0.0,26.48987378604146,9.185039185962442,17.30483460007902,Winter,PRODUCE_PRIORITY
186.0,family_house,15.543912468551824,22.095396697457076,0.0,22.095396697457076,15.543912468551824,6.551484228905254,Winter,PRODUCE_PRIORITY
186.0,luxury_house,19.783161323611413,35.659717884492444,0.0,35.659717884492444,19.783161323611413,15.876556560881033,Winter,PRODUCE_PRIORITY
186.0,small_family,13.777558778943662,24.85304995030736,0.0,24.85304995030736,13.777558778943662,11.075491171363696,Winter,PRODUCE_PRIORITY
187.0,apartment,0.0,22.536512624035268,0.0,22.536512624035268,0.0,22.536512624035268,Winter,PRODUCE_PRIORITY
187.0,family_house,0.0,25.79920842730447,0.0,25.79920842730447,0.0,25.79920842730447,Winter,PRODUCE_PRIORITY
187.0,luxury_house,0.0,36.20487496210018,0.0,36.20487496210018,0.0,36.20487496210018,Winter,PRODUCE_PRIORITY
187.0,small_family,0.0,25.698427993312027,0.0,25.698427993312027,0.0,25.698427993312027,Winter,PRODUCE_PRIORITY
188.0,apartment,0.0,25.291187296256386,0.0,25.291187296256386,0.0,25.291187296256386,Winter,PRODUCE_PRIORITY
