household_id,household_type,wealth_level,generation_kwh,consumption_kwh,self_consumed_kwh,grid_import_kwh,grid_export_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,season,strategy
1,apartment,low,433.0544753198197,370.3328121008617,353.91986869058803,16.412943410273616,59.491823719384755,-41.23293378974107,0.8172640830676345,0.9556805584761322,Fall,LOAD_PRIORITY
2,small_family,middle,649.5817129797294,543.625224538282,525.8539466183083,17.771277919973702,99.29681121244795,-76.03867165122287,0.8095270173264836,0.9673096885173652,Fall,LOAD_PRIORITY
3,family_house,high,793.9332047530029,779.3640914583732,746.8478679413078,32.51622351706548,10.888445146380635,14.587567006056538,0.940693579094801,0.958278519791411,Fall,LOAD_PRIORITY
4,luxury_house,luxury,1010.4604424129127,1259.3734552966175,985.6532699506333,273.7201853459843,0.0,205.29013900948823,0.9754496352147725,0.7826536805307561,Fall,LOAD_PRIORITY
5,apartment,low,433.0544753198197,378.7418803090749,364.5292198120931,14.212660496981764,44.06271248058979,-28.996945859794486,0.8417629665248945,0.9624740192835727,Fall,LOAD_PRIORITY
6,small_family,middle,649.5817129797294,541.8004212639842,525.9969265079233,15.803494756060974,95.35036343288508,-73.96270602255083,0.8097471280327395,0.970831519991822,Fall,LOAD_PRIORITY
7,family_house,high,793.9332047530029,796.6334693948162,754.4086398497941,42.224829545022004,4.6024763732494876,27.526393422841963,0.9502167629888901,0.9469959132182844,Fall,LOAD_PRIORITY
8,luxury_house,luxury,1010.4604424129127,1246.2957700776956,985.158205604642,261.13756447305377,0.0,195.85317335479033,0.9749596958512788,0.7904690277037738,Fall,LOAD_PRIORITY
9,apartment,low,433.0544753198197,377.7006068610849,359.3021469023153,18.398459958769607,55.389814241451745,-36.05198784822937,0.8296927231544328,0.9512882435861788,Fall,LOAD_PRIORITY
10,small_family,middle,649.5817129797294,551.302346974716,529.236078744045,22.066268230670936,91.0443069849699,-65.39017511346971,0.8147336480831013,0.95997428933187,Fall,LOAD_PRIORITY
11,family_house,high,793.9332047530029,784.5544969717839,747.1481146952297,37.40638227655428,14.891323770163922,14.652595314268181,0.9410717554352342,0.9523214991170976,Fall,LOAD_PRIORITY
12,luxury_house,luxury,884.1569858423934,1248.9423408087055,863.514994353248,385.4273464554574,0.0,289.07050984159304,0.9766534769054859,0.6913970054006748,Fall,LOAD_PRIORITY
