time,household_type,generation_kwh,load_kwh,self_consumed_kwh,grid_import,grid_export,net_load_kwh,season,strategy
349.0,small_family,22.01970056766481,6.5,6.5,0.0,0.0,-15.519700567664811,Summer,LOAD_PRIORITY
350.0,apartment,15.645027778733647,3.6399999999999997,3.6399999999999997,0.0,0.4154754806421851,-12.005027778733647,Summer,LOAD_PRIORITY
350.0,family_house,26.476200856318478,10.08,10.08,0.0,0.0,-16.39620085631848,Summer,LOAD_PRIORITY
350.0,luxury_house,33.696982908041704,18.0,18.0,0.0,0.0,-15.696982908041702,Summer,LOAD_PRIORITY
350.0,small_family,23.46754166810047,6.5,6.5,0.0,2.8207623392936654,-16.96754166810047,Summer,LOAD_PRIORITY
351.0,apartment,15.795911587497953,3.6399999999999997,3.6399999999999997,0.0,1.7931318056164751,-12.155911587497952,Summer,LOAD_PRIORITY
351.0,family_house,26.731542686534997,10.08,10.08,0.0,0.0,-16.651542686535,Summer,LOAD_PRIORITY
351.0,luxury_house,34.02196341922636,18.0,18.0,0.0,0.0,-16.02196341922636,Summer,LOAD_PRIORITY
351.0,small_family,23.69386738124693,6.5,6.5,0.0,9.613914124304817,-17.19386738124693,Summer,LOAD_PRIORITY
352.0,apartment,11.243193206270341,3.6399999999999997,3.6399999999999997,0.0,1.6567246064113135,-7.603193206270341,Summer,LOAD_PRIORITY
352.0,family_house,20.612520878162297,10.08,10.08,0.0,0.0,-10.532520878162297,Summer,LOAD_PRIORITY
352.0,luxury_house,26.234117481297467,18.0,18.0,0.0,0.0,-8.234117481297465,Summer,LOAD_PRIORITY
352.0,small_family,18.27018896018931,6.5,6.5,0.0,9.13579375762024,-11.770188960189307,Summer,LOAD_PRIORITY
353.0,apartment,11.318494716293438,3.6399999999999997,3.6399999999999997,0.0,3.5287598841935828,-7.678494716293438,Summer,LOAD_PRIORITY
353.0,family_house,20.750573646537973,10.08,10.08,0.0,0.22281470692605798,-10.67057364653797,Summer,LOAD_PRIORITY
353.0,luxury_house,26.409821004684694,18.0,18.0,0.0,0.0,-8.409821004684693,Summer,LOAD_PRIORITY
353.0,small_family,18.392553913976837,6.5,6.5,0.0,11.892553913976837,-11.892553913976837,Summer,LOAD_PRIORITY
354.0,apartment,6.826255715185581,20.323739174254946,20.323739174254946,0.0,0.2222568845414093,13.497483459069365,Summer,LOAD_PRIORITY
354.0,family_house,12.514802144506897,28.141549462533373,28.141549462533373,0.0,0.0,15.626747318026476,Summer,LOAD_PRIORITY
354.0,luxury_house,15.92793000209969,37.80105346284149,37.80105346284149,0.0,0.0,21.873123460741798,Summer,LOAD_PRIORITY
354.0,small_family,11.092665537176568,29.067678114418094,29.067678114418094,0.0,0.1888396977708946,17.975012577241525,Summer,LOAD_PRIORITY
355.0,apartment,0.0,26.18541442542452,26.18541442542452,0.0,0.0,26.18541442542452,Summer,LOAD_PRIORITY
355.0,family_house,0.0,27.007102605955616,27.007102605955616,0.0,0.0,27.007102605955616,Summer,LOAD_PRIORITY
355.0,luxury_house,0.0,34.18799678619595,34.18799678619595,0.0,0.0,34.18799678619595,Summer,LOAD_PRIORITY
355.0,small_family,0.0,24.170272909482623,24.170272909482623,0.0,0.0,24.170272909482623,Summer,LOAD_PRIORITY
356.0,apartment,0.0,21.993876005517194,20.542766110639786,1.451109894877407,0.0,21.993876005517194,Summer,LOAD_PRIORITY
356.0,family_house,0.0,24.943766088454424,24.943766088454424,0.0,0.0,24.943766088454424,Summer,LOAD_PRIORITY
356.0,luxury_house,0.0,35.71831782791952,33.114703407709506,2.6036144202100147,0.0,35.71831782791952,Summer,LOAD_PRIORITY
356.0,small_family,0.0,23.43298936257673,23.43298936257673,0.0,0.0,23.43298936257673,Summer,LOAD_PRIORITY
357.0,apartment,0.0,17.553685869626037,16.307788412851394,1.2458974567746428,0.0,17.553685869626037,Summer,LOAD_PRIORITY
357.0,family_house,0.0,27.526648769642847,26.09407669532672,1.4325720743161274,0.0,27.526648769642847,Summer,LOAD_PRIORITY
357.0,luxury_house,0.0,31.04150954902212,12.87321783414827,18.16829171487385,0.0,31.04150954902212,Summer,LOAD_PRIORITY
357.0,small_family,0.0,28.040419956539942,27.872266862578073,0.16815309396186784,0.0,28.040419956539942,Summer,LOAD_PRIORITY
358.0,apartment,0.30464816271089346,3.6399999999999997,2.77928703189595,0.8607129681040498,0.0,3.3353518372891062,Summer,LOAD_PRIORITY
358.0,family_house,0.5585216316366381,10.08,8.493086938606107,1.5869130613938935,0.0,9.521478368363361,Summer,LOAD_PRIORITY
358.0,luxury_house,0.7108457129920849,18.0,3.8773299503776926,14.122670049622307,0.0,17.289154287007918,Summer,LOAD_PRIORITY
