household_type,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumed_kwh,battery_charge_kwh,battery_discharge_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,avg_soc_kwh,season,strategy
apartment,433.0544753198197,384.4327077358966,22.209286472963495,38.29451830129991,362.2234212629331,359.57738159734976,327.04084584176303,-17.8081016164473,0.8364384665357021,0.9423572461919465,3.380021155530154,Spring,CHARGE_PRIORITY
family_house,790.1638711382229,787.3893218938321,73.83054616009817,2.4394262422257724,713.5587757337339,778.3873725558843,704.2217033936212,53.17742600207043,0.9030654559571901,0.906418129936645,4.30292369502478,Spring,CHARGE_PRIORITY
luxury_house,992.0426422809988,1261.2345277664328,359.85800003107937,0.0,901.3765277353535,992.0426422809988,901.3765277353535,269.8935000233095,0.9086172372726863,0.7146974466958332,2.5605244563431686,Spring,CHARGE_PRIORITY
small_family,649.5817129797294,539.943773080786,19.354450233891857,82.94751955582358,520.5893228468941,489.14039091076063,443.0955203337488,-60.13692992482234,0.8014223806561183,0.9642867418236053,4.694935279089683,Spring,CHARGE_PRIORITY
