wealth_level,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumed_kwh,battery_charge_kwh,battery_discharge_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,avg_soc_kwh,season,strategy
high,782.587035220562,786.2239050396817,779.8202927778407,782.587035220562,6.4036122618409665,0.0,6.4036122618409665,-119.4631121151253,0.008191771669933987,0.008145772605459642,0.031191309922610974,Summer,PRODUCE_PRIORITY
low,429.5845049070616,378.40379131949044,374.6090581272884,429.5845049070616,3.794733192202055,0.0,3.794733192202055,-105.66926082088918,0.008839071687352255,0.010040783070090523,0.03491905797171745,Summer,PRODUCE_PRIORITY
luxury,1008.5623047894773,1261.3867948960312,1252.8486452135767,1008.5623047894773,8.538149682454623,0.0,8.538149682454623,31.930409599653018,0.008465923758004703,0.006769060874627892,0.029559607706579377,Summer,PRODUCE_PRIORITY
middle,639.237261759755,539.3035828921273,534.5601664018748,639.237261759755,4.74341649025257,0.0,4.74341649025257,-174.3934107823735,0.007425392896329292,0.008796454127537403,0.029559607706579394,Summer,PRODUCE_PRIORITY
