household_id,household_type,wealth_level,generation_kwh,consumption_kwh,self_consumed_kwh,grid_import_kwh,grid_export_kwh,net_cost,self_consumption_ratio,self_sufficiency_ratio,season,strategy
1,apartment,low,433.0544753198197,375.28006722370804,355.5065648562601,19.773502367447954,41.30028663495642,-22.34013119587481,0.8209280474326265,0.9473100116568122,Winter,CHARGE_PRIORITY
2,small_family,middle,649.5817129797294,559.8903959883355,526.3081605675376,33.582235420797986,73.94405927942566,-41.36297678588461,0.8102262579919046,0.9400199830870155,Winter,CHARGE_PRIORITY
3,family_house,high,793.9332047530029,779.9653403825426,716.3459687548484,63.619371627694335,2.5625903049855934,45.408197446283715,0.9022748569606781,0.9184330785820669,Winter,CHARGE_PRIORITY
4,luxury_house,luxury,1010.4604424129127,1267.5294252589238,917.8814574367058,349.647967822218,0.0,262.23597586666347,0.9083794069611133,0.7241500190413379,Winter,CHARGE_PRIORITY
5,apartment,low,433.0544753198197,382.6035705972846,362.3523783598878,20.25119223739684,33.85507316686281,-15.281171672128899,0.8367362514664767,0.9470700385629371,Winter,CHARGE_PRIORITY
6,small_family,middle,649.5817129797294,526.2210042769789,517.2209068113616,9.000097465617223,85.70753145777823,-70.3867052127875,0.7962368651648015,0.9828967346562243,Winter,CHARGE_PRIORITY
7,family_house,high,793.9332047530029,795.2997028484558,715.2114243052256,80.08827854323033,1.7585547270507387,58.483509653077085,0.9008458394528692,0.8992979901081505,Winter,CHARGE_PRIORITY
8,luxury_house,luxury,975.0696797052418,1254.909568920678,886.1008614171722,368.8087075035058,0.0,276.60653062762935,0.9087564508056856,0.7061073430010493,Winter,CHARGE_PRIORITY
9,apartment,low,433.0544753198197,383.9011913623446,363.6570359945979,20.244155367746735,36.326439214906884,-17.510678767606144,0.8397489385741358,0.9472672765200166,Winter,CHARGE_PRIORITY
10,small_family,middle,649.5817129797294,550.3122416858477,527.9172103737611,22.395031312086605,72.26790214924502,-48.24483845025556,0.8127033132631231,0.9593048643739402,Winter,CHARGE_PRIORITY
11,family_house,high,774.9530878230472,781.8526084095471,699.9858920692385,81.86671634030846,1.311380660013739,60.21979466121898,0.9032622787988339,0.8952913689105128,Winter,CHARGE_PRIORITY
12,luxury_house,luxury,1010.4604424129127,1265.581876142157,917.952547854076,347.6293282880809,0.0,260.7219962160607,0.9084497614395137,0.7253205542514949,Winter,CHARGE_PRIORITY
13,apartment,low,433.0544753198197,377.5937279730971,357.15737166615867,20.43635630693848,43.890811195630306,-24.174462845863413,0.8247400547064906,0.9458773946891552,Winter,CHARGE_PRIORITY
14,small_family,middle,649.5817129797294,553.4981534491224,524.1036984186217,29.39445503050083,80.53313066899673,-50.43397632922144,0.8068325938771872,0.9468933096753274,Winter,CHARGE_PRIORITY
15,family_house,high,793.9332047530029,797.7828330328314,717.6255235039523,80.15730952887895,1.0700539813285417,59.15493356346353,0.9038865224527417,0.8995249004993564,Winter,CHARGE_PRIORITY
16,luxury_house,luxury,1010.4604424129127,1270.2433980225223,917.9525478540759,352.29085016844635,0.0,264.21813762633474,0.9084497614395136,0.72265878278377,Winter,CHARGE_PRIORITY
17,apartment,low,433.0544753198197,384.48256721236055,363.61540312307403,20.86716408928652,36.69947619657051,-17.379155509948568,0.83965280085037,0.9457266314033921,Winter,CHARGE_PRIORITY
18,small_family,middle,649.5817129797294,541.2689554507016,521.7949923985677,19.473963052133893,82.43929627478406,-59.58989435820523,0.8032784513052489,0.9640216516095619,Winter,CHARGE_PRIORITY
19,family_house,high,793.9332047530029,794.0420694170556,716.8147360877546,77.22733332930105,1.8856328216199945,56.22343045751779,0.9028652937003179,0.9027415091671436,Winter,CHARGE_PRIORITY
20,luxury_house,luxury,1010.4604424129127,1246.8836729300492,917.9525478540759,328.9311250759731,0.0,246.69834380697984,0.9084497614395136,0.7361974238518828,Winter,CHARGE_PRIORITY
21,apartment,low,433.0544753198197,365.6927714811625,354.5828294782133,11.109942002949232,44.90149484179198,-32.078888855400855,0.8187949777365688,0.9696194651101505,Winter,CHARGE_PRIORITY
22,small_family,middle,649.5817129797294,536.5909397545256,519.4990249000407,17.09191485448499,84.64541014947639,-63.36193299366501,0.7997439190783561,0.9681472168309365,Winter,CHARGE_PRIORITY
23,family_house,high,793.9332047530029,799.5570735470199,719.0320929214531,80.5249806255668,2.484414952856409,58.15776201160433,0.9056581694994708,0.899288014214746,Winter,CHARGE_PRIORITY
24,luxury_house,luxury,947.2878749181052,1245.3186599186974,861.0972371087491,384.2214228099483,0.0,288.16606710746123,0.9090132576469351,0.6914673848739785,Winter,CHARGE_PRIORITY
25,apartment,low,433.0544753198197,368.75368438196244,352.34521964071683,16.408464741245613,48.27513035255844,-31.14126876136839,0.8136279376411076,0.9555029130929322,Winter,CHARGE_PRIORITY
26,small_family,middle,649.5817129797294,547.1236363183772,526.7150152997078,20.408621018669354,75.33862339325063,-52.49829528992356,0.8108525914062243,0.9626983378820919,Winter,CHARGE_PRIORITY
27,family_house,high,793.9332047530029,781.6881572185737,712.9606098607958,68.72754735777798,6.797448836122045,45.42795656582364,0.898010822059775,0.9120780496376889,Winter,CHARGE_PRIORITY
28,luxury_house,luxury,1010.4604424129127,1291.8851971625654,917.9525478540759,373.93264930848943,0.0,280.44948698136704,0.9084497614395136,0.7105527254822819,Winter,CHARGE_PRIORITY
29,apartment,low,412.27379325572485,385.26702791196647,343.837946949978,41.4290809619885,37.14936840385219,-2.3626208419755983,0.8340038891016837,0.8924665804220988,Winter,CHARGE_PRIORITY
30,small_family,middle,604.6248179791025,525.1208849978088,475.6463005563567,49.47458444145219,89.91555198178473,-43.818058452517114,0.7866800806261253,0.9057843901187466,Winter,CHARGE_PRIORITY
31,family_house,high,793.9332047530029,778.9395898791398,717.5645043176362,61.37508556150363,1.8339934949686976,44.3807200256559,0.9038096656265618,0.9212068736023206,Winter,CHARGE_PRIORITY
32,luxury_house,luxury,1010.4604424129127,1260.4876831686652,917.9525478540759,342.53513531458907,0.0,256.9013514859418,0.9084497614395136,0.7282518981434943,Winter,CHARGE_PRIORITY
33,apartment,low,433.0544753198197,370.91836061418803,353.03071898590053,17.887641628287536,45.4429167974134,-27.48289389645641,0.8152108778582188,0.9517747204569003,Winter,CHARGE_PRIORITY
34,small_family,middle,649.5817129797294,538.534426280682,515.9526966022963,22.58172967838581,85.61575414386877,-60.11788147069254,0.7942845161627832,0.958068178046957,Winter,CHARGE_PRIORITY
35,family_house,high,773.9994519980894,770.700567432988,697.7148397173005,72.98572771568733,3.7750501198276085,51.34175067892065,0.9014409996236312,0.9052995017782525,Winter,CHARGE_PRIORITY
