time,generation_kw,load_kw,generation_kwh,load_kwh,solar_used_kwh,battery_charge_kwh,battery_discharge_kwh,self_consumed_kwh,net_load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,total_soc_kwh
248.0,78.15662051776252,38.22,78.15662051776252,38.22,0.0,78.15662051776252,37.94,37.94,-39.93662051776252,0.27999999999999997,0.0,0.0,0.0,127.49448532861757
249.0,82.59478659628806,38.22,82.59478659628806,38.22,0.0,82.59478659628806,37.94,37.94,-44.37478659628806,0.27999999999999997,0.0,0.0,0.0,165.85850840296638
250.0,87.56694759798125,38.22,87.56694759798125,38.22,0.0,87.56694759798125,37.94,37.94,-49.346947597981256,0.27999999999999997,0.0,0.0,0.0,208.93953757483965
251.0,92.5060755326525,38.22,92.5060755326525,38.22,0.0,92.5060755326525,37.94,37.94,-54.286075532652504,0.27999999999999997,0.0,0.0,0.0,256.7062349252703
252.0,97.89929830349648,38.22,97.89929830349648,38.22,1.2473681137600487,96.44871269494368,36.69263188623995,37.94,-59.67929830349648,0.27999999999999997,0.20321749479275314,0.0,0.0,309.5280877418897
253.0,103.31596241308445,38.22,103.31596241308445,38.22,3.402419155433128,94.70014893504339,34.53758084456687,37.94,-65.09596241308445,0.27999999999999997,5.213394322607929,0.0,0.0,362.96273057911714
254.0,109.04426367000029,38.22,109.04426367000029,38.22,5.540768940619016,90.12454738716565,32.39923105938098,37.94,-70.82426367000029,0.27999999999999997,13.378947342215628,0.0,0.0,414.31059523444526
255.0,111.9403541344964,38.22,111.9403541344964,38.22,8.18,81.37805441456626,29.759999999999998,37.94,-73.7203541344964,0.27999999999999997,22.382299719930135,0.0,0.0,460.14280189651987
256.0,89.28083824243546,38.22,89.28083824243546,38.22,9.86,56.77220196327505,28.08,37.94,-51.060838242435466,0.27999999999999997,22.648636279160414,0.0,0.0,484.40272279345345
257.0,70.36856858807437,38.22,70.36856858807437,38.22,9.86,43.17090097427875,28.08,37.94,-32.14856858807436,0.27999999999999997,17.337667613795613,0.0,0.0,495.7593166103683
258.0,59.719617196804016,114.41189591730127,59.719617196804016,114.41189591730127,22.62505950968114,35.678414281622345,90.95499026855228,113.58004977823342,54.69227872049726,0.8318461390678524,1.4161434055005309,0.0,0.0,433.7318544045786
259.0,0.0,112.21604463116128,0.0,112.21604463116128,0.0,0.0,110.95094323536853,110.95094323536853,112.21604463116128,1.265101395792755,0.0,0.0,0.0,316.77929134863996
260.0,0.0,109.24841297223858,0.0,109.24841297223858,0.0,0.0,108.31699385248753,108.31699385248753,109.24841297223858,0.9314191197510548,0.0,0.0,0.0,202.60315472320096
261.0,3.227818962896562,111.6612629681705,3.227818962896562,111.6612629681705,0.0,3.227818962896562,94.13316589685314,94.13316589685314,108.43344400527394,17.528097071317365,0.0,0.0,0.0,106.44026346358412
262.0,16.263756525486148,38.22,16.263756525486148,38.22,0.0,16.263756525486148,27.002901060557264,27.002901060557264,21.95624347451385,11.217098939442735,0.0,0.0,0.0,93.40586071502712
263.0,25.4589500564526,38.22,25.4589500564526,38.22,0.0,25.4589500564526,28.67489991921799,28.67489991921799,12.7610499435474,9.545100080782012,0.0,0.0,0.0,87.33234294545018
264.0,0.0,38.22,0.0,38.22,0.0,0.0,17.909547523816546,17.909547523816546,38.22,20.310452476183453,0.0,0.0,0.0,68.45402226602053
265.0,6.281390703805474,38.22,6.281390703805474,38.22,0.0,6.281390703805474,19.31865043621683,19.31865043621683,31.938609296194524,18.901349563783167,0.0,0.0,0.0,54.049427148900335
266.0,10.014311115854865,38.22,10.014311115854865,38.22,0.0,10.014311115854865,19.235041245190526,19.235041245190526,28.205688884145133,18.984958754809472,0.0,0.0,0.0,43.274323105299
267.0,11.625938473159815,38.22,11.625938473159815,38.22,0.0,11.625938473159815,18.33354221740907,18.33354221740907,26.594061526840186,19.886457782590927,0.0,0.0,0.0,34.978406430326416
268.0,14.63786166525228,38.22,14.63786166525228,38.22,0.0,14.63786166525228,19.014146143479298,19.014146143479298,23.582138334747718,19.205853856520704,0.0,0.0,0.0,28.8224314524247
269.0,14.476845029503535,38.22,14.476845029503535,38.22,0.0,14.476845029503535,18.35176700300341,18.35176700300341,23.743154970496466,19.86823299699659,0.0,0.0,0.0,23.211911600976002
270.0,69.66644407321662,38.22,69.66644407321662,38.22,0.0,69.66644407321662,38.22,38.22,-31.446444073216625,0.0,0.0,0.0,0.0,49.01588613726166
271.0,78.11941542719896,38.22,78.11941542719896,38.22,0.0,78.11941542719896,38.22,38.22,-39.89941542719897,0.0,0.0,0.0,0.0,82.83905341596981
272.0,81.74831567661289,38.22,81.74831567661289,38.22,0.0,81.74831567661289,38.22,38.22,-43.52831567661289,0.0,0.0,0.0,0.0,120.10489775158828
273.0,85.74134792292269,38.22,85.74134792292269,38.22,0.0,85.74134792292269,38.22,38.22,-47.52134792292269,0.0,0.0,0.0,0.0,161.158865087858
274.0,92.02265239126221,38.22,92.02265239126221,38.22,0.0,92.02265239126221,38.22,38.22,-53.802652391262214,0.0,0.0,0.0,0.0,208.1718010632115
275.0,97.99483071604269,38.22,97.99483071604269,38.22,0.0,97.99483071604269,38.22,38.22,-59.774830716042686,0.0,0.0,0.0,0.0,260.8504428682635
276.0,102.55557003169692,38.22,102.55557003169692,38.22,0.4106192593816433,101.92593145294308,37.80938074061836,38.22,-64.33557003169692,0.0,0.21901931937220148,0.0,0.0,317.69128498895947
277.0,107.59380164012427,38.22,107.59380164012427,38.22,1.3826922724472093,104.22903644288843,36.83730772755279,38.22,-69.37380164012427,0.0,1.982072924788637,0.0,0.0,377.74169927169663
278.0,112.24027053536543,38.22,112.24027053536543,38.22,4.867073384998754,100.25562682151026,33.352926615001245,38.22,-74.02027053536543,0.0,7.117570328856401,0.0,0.0,437.69546639423055
