season,strategy,generation_kwh,consumption_kwh,avg_generation_kwh_per_day,avg_consumption_kwh_per_day,avg_generation_kwh_per_step,avg_consumption_kwh_per_step,grid_import_kwh,grid_export_kwh,curtailed_kwh,unmet_load_kwh,solar_used_kwh,battery_charge_kwh,battery_discharge_kwh,self_consumed_kwh,self_consumption_ratio,self_sufficiency_ratio,avg_net_load_kwh,max_net_load_kwh,min_net_load_kwh,unmet_events,unmet_pct_time,unmet_hours,avg_soc_kwh,min_soc_kwh,max_soc_kwh,soc_full_events,soc_empty_events,avg_cloud,peak_load_kw,peak_gen_kw,inverter_failed_hours_step,inverter_failures,inverter_downtime_hours,avg_failure_duration_hours,batt_in_kwh,batt_out_kwh,batt_eff_real,net_cost,household_id,household_type,wealth_level,wealth_multiplier
Winter,LOAD_PRIORITY,433.0544753198197,373.70491964558016,14.435149177327323,12.456830654852672,0.6014645490553051,0.5190346106188614,17.507076085463623,57.513191882124005,0.0,0.0,156.6511914196142,218.89009201808148,199.54665214050237,356.19784356011655,0.822524333219411,0.9531526743023152,-0.08242993843644372,3.238951548409761,-1.1407357364508812,0,0.0,0.0,3.8098419904060483,0.0,8.0,93,77,0.44466126030425007,3.238951548409761,1.4207357364508812,0.0,0,0.0,0.0,218.89009201808165,199.54665214050218,0.911629440605372,-38.63156562981389,1,apartment,low,0.8
Winter,LOAD_PRIORITY,649.5817129797294,547.0444308482813,21.65272376599098,18.234814361609377,0.9021968235829576,0.759783931733724,18.664386380822258,93.68390453665799,0.0,0.0,265.6138555609558,290.2839528821157,262.7661889065032,528.3800444674591,0.8134158242289489,0.9658814068322019,-0.14241289184923367,3.4246307887981966,-1.6311036046763219,0,0.0,0.0,4.67948094604856,0.0,10.0,106,75,0.36990566542419945,3.467763163719706,2.131103604676322,0.0,0,0.0,0.0,290.2839528821158,262.76618890650326,0.9052039780277228,-70.3172242973755,2,small_family,middle,1.0
Winter,LOAD_PRIORITY,793.9332047530029,791.6286256306566,26.46444015843343,26.387620854355223,1.102685006601393,1.0994842022648008,43.112655383063895,7.98372515695451,0.0,0.0,409.7655636895954,376.18391590645285,338.75040655799734,748.5159702475928,0.9427946403633041,0.945539292052864,-0.0032008043365919212,3.831850556648581,-1.7646821834932824,0,0.0,0.0,4.900139999746312,-5.551115123125783e-17,13.5,15,87,0.4429499388302314,3.831850556648581,2.6046821834932823,0.0,0,0.0,0.0,376.18391590645285,338.7504065579976,0.9004914676953812,25.149138896038863,3,family_house,high,1.2
Winter,LOAD_PRIORITY,1010.4604424129127,1261.0025422050637,33.68201474709709,42.033418073502126,1.4034172811290455,1.7513924197292552,277.24050739110515,0.0,0.0,0.0,676.9734511596274,333.4869912532853,306.78858365433115,983.7620348139585,0.9735779784360483,0.7801427847192869,0.34797513860020973,4.458207136597738,-1.815050051718723,0,0.0,0.0,3.3897264791976998,0.0,12.713859993912715,0,240,0.43060755654139626,4.462024568174044,3.315050051718723,0.0,0,0.0,0.0,333.48699125328545,306.78858365433103,0.919941681986999,207.93038054332885,4,luxury_house,luxury,1.5
Winter,LOAD_PRIORITY,413.31124464608615,380.9952242308036,13.777041488202872,12.699840807693453,0.5740433953417863,0.5291600336538939,33.30822383649155,44.5598930988119,0.0,0.0,148.57255368952025,220.17879785775398,199.11444670479187,347.6870003943121,0.8412231820405289,0.9125757444762256,-0.04488336168789232,3.2224443119581743,-1.1407357364508812,0,0.0,0.0,3.3725796033701965,0.0,8.0,81,123,0.4711068104114296,3.2224443119581743,1.4207357364508812,36.0,1,36.26275498987475,36.26275498987475,220.17879785775412,199.11444670479176,0.9043307014212562,-15.122735911562046,5,apartment,low,0.8
Winter,LOAD_PRIORITY,649.5817129797294,557.3719579325737,21.65272376599098,18.57906526441912,0.9021968235829576,0.7741277193507967,22.44487044734922,87.5057763401199,0.0,0.0,265.73594352906946,296.3399931105402,269.191143956155,534.9270874852244,0.8234946840351048,0.95973089401447,-0.12806910423216106,3.480224737901405,-1.6311036046763219,0,0.0,0.0,4.474836478250778,0.0,10.0,101,71,0.4143842489741607,3.480224737901405,2.131103604676322,0.0,0,0.0,0.0,296.33999311054043,269.1911439561552,0.9083861450173611,-61.92154587059599,6,small_family,middle,1.0
Winter,LOAD_PRIORITY,793.9332047530029,797.1209071335768,26.46444015843343,26.57069690445256,1.102685006601393,1.1071123710188566,45.805710104230904,7.527886763711236,0.0,0.0,409.861363879661,376.5439541096306,341.4538331496849,751.3151970293459,0.946320411505001,0.9425360573354589,0.004427364417463827,3.830846438515276,-1.7646821834932824,0,0.0,0.0,4.927913766655655,0.0,13.5,13,94,0.38859943656552487,3.830846438515276,2.6046821834932823,0.0,0,0.0,0.0,376.5439541096306,341.453833149685,0.9068100268853896,27.579184490833065,7,family_house,high,1.2
Winter,LOAD_PRIORITY,915.6505706560421,1260.4437549093368,30.521685688534735,42.014791830311225,1.2717369036889474,1.7506163262629677,366.43438374903315,0.0,0.0,0.0,613.8570788741115,301.7934917819306,280.15229228619216,894.0093711603037,0.9763652203260977,0.7092814476474671,0.47887942257402044,4.481643173857434,-1.815050051718723,0,0.0,0.0,3.027783650145001,0.0,12.713859993912715,0,286,0.36891223727558137,4.487515445797609,3.315050051718723,67.0,1,67.021425043434,67.021425043434,301.7934917819307,280.1522922861921,0.9282913645090265,274.82578781177483,8,luxury_house,luxury,1.5
Winter,LOAD_PRIORITY,433.0544753198197,396.71964606006657,14.435149177327323,13.22398820200222,0.6014645490553051,0.5509995084167592,25.33673933217728,41.863970610158724,0.0,0.0,157.2930746360563,233.89743007360468,214.08983209183307,371.38290672788935,0.8575893516713236,0.936134397215254,-0.050465040638545906,3.254865339377054,-1.1407357364508812,0,0.0,0.0,3.2753884464859615,-2.220446049250313e-16,8.0,70,129,0.42057631428369435,3.2651570568410464,1.4207357364508812,0.0,0,0.0,0.0,233.8974300736048,214.08983209183302,0.915315025156375,-18.675019050009887,9,apartment,low,0.8
Winter,LOAD_PRIORITY,649.5817129797294,520.6267747755087,21.65272376599098,17.35422582585029,0.9021968235829576,0.7230927427437621,12.864001744335134,117.15168042205113,0.0,0.0,264.1463411664762,268.2836913912023,243.6164318646974,507.76277303117365,0.7816765202671564,0.9752913173743668,-0.17910408083919557,3.4313602439584683,-1.6311036046763219,0,0.0,0.0,5.24484383431154,0.0,10.0,128,47,0.3671882233063402,3.4313602439584683,2.131103604676322,0.0,0,0.0,0.0,268.2836913912023,243.61643186469738,0.90805531488481,-95.78851107159467,10,small_family,middle,1.0
